005e85a3-3571-462d-8dc9-2babfc7ace21	TMPRSS2
005e85a3-3571-462d-8dc9-2babfc7ace21	TMPRSS2
005e85a3-3571-462d-8dc9-2babfc7ace21	ERG
008bad10-d41b-4bbb-86fa-9976ecea46b1	MGA
008bad10-d41b-4bbb-86fa-9976ecea46b1	ERG
008bad10-d41b-4bbb-86fa-9976ecea46b1	TMPRSS2
008bad10-d41b-4bbb-86fa-9976ecea46b1	MIRLET7BHG
008bad10-d41b-4bbb-86fa-9976ecea46b1	MIRLET7BHG
0192d529-7340-45d8-a5f0-249cbb11ca19	PTEN
0192d529-7340-45d8-a5f0-249cbb11ca19	PTEN
0192d529-7340-45d8-a5f0-249cbb11ca19	IGF2R
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ASXL2
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	TMPRSS2
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	ERG
0192d529-7340-45d8-a5f0-249cbb11ca19	TMPRSS2
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	PTEN
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	PTEN
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	PTEN
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	ERG
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	TMPRSS2
07531318-87e8-4db8-aa61-9b93597d063b	TTC28
07531318-87e8-4db8-aa61-9b93597d063b	CHD1
07531318-87e8-4db8-aa61-9b93597d063b	CHD1
07f16397-71bb-4594-ad4d-caa7d2baeabd	RASA1
07f16397-71bb-4594-ad4d-caa7d2baeabd	PTPRD
07f16397-71bb-4594-ad4d-caa7d2baeabd	PTPRD
089be98d-c3c9-4fb4-aef2-7a8578a91d51	PTEN
089be98d-c3c9-4fb4-aef2-7a8578a91d51	PTEN
089be98d-c3c9-4fb4-aef2-7a8578a91d51	TP53
089be98d-c3c9-4fb4-aef2-7a8578a91d51	ERG
089be98d-c3c9-4fb4-aef2-7a8578a91d51	TMPRSS2
08e1d976-6c39-428e-a4c2-f655b675683e	NCOR2
08e1d976-6c39-428e-a4c2-f655b675683e	NCOR2
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	TMPRSS2
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	TMPRSS2
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	ERG
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	TMPRSS2
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	ERG
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	TMPRSS2
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	LSAMP
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	LSAMP
0bd3a230-531e-44aa-9999-b8ed8da0176b	ZFHX3
0bd3a230-531e-44aa-9999-b8ed8da0176b	ERG
0bd3a230-531e-44aa-9999-b8ed8da0176b	TMPRSS2
0bd3a230-531e-44aa-9999-b8ed8da0176b	TMPRSS2
0bd3a230-531e-44aa-9999-b8ed8da0176b	ERG
0bd3a230-531e-44aa-9999-b8ed8da0176b	ERG
0bd3a230-531e-44aa-9999-b8ed8da0176b	ERG
0bd3a230-531e-44aa-9999-b8ed8da0176b	ERG
0bd3a230-531e-44aa-9999-b8ed8da0176b	ERG
0bfd1043-5142-3662-e050-11ac0c486501	STAB2
0bfd1043-5142-3662-e050-11ac0c486501	CHD6
0bfd1043-5142-3662-e050-11ac0c486501	ELK4
0bfd1043-5142-3662-e050-11ac0c486501	TMPRSS2
0bfd1043-5142-3662-e050-11ac0c486501	ERG
0bfd1043-5142-3662-e050-11ac0c486501	PRKDC
0bfd1043-5142-3662-e050-11ac0c486501	TP53
0bfd1043-5142-3662-e050-11ac0c486501	TP53
0bfd1043-5142-3662-e050-11ac0c486501	ERG
0bfd1043-5142-3662-e050-11ac0c486501	TMPRSS2
0bfd1043-5142-3662-e050-11ac0c486501	ZNRF3
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	STAB2
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	CHD6
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	ELK4
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	TMPRSS2
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	ERG
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	TP53
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	TP53
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	ERG
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	TMPRSS2
0bfd1043-7343-fdd0-e050-11ac0c484cab	PTEN
0bfd1043-7343-fdd0-e050-11ac0c484cab	PTEN
0bfd1043-7343-fdd0-e050-11ac0c484cab	PTEN
0bfd1043-7343-fdd0-e050-11ac0c484cab	PTEN
0bfd1043-7343-fdd0-e050-11ac0c484cab	PTEN
0bfd1043-7343-fdd0-e050-11ac0c484cab	PTEN
0bfd1043-7343-fdd0-e050-11ac0c484cab	PAX6
0bfd1043-7343-fdd0-e050-11ac0c484cab	CHD7
0bfd1043-7343-fdd0-e050-11ac0c484cab	TP53
0bfd1043-7343-fdd0-e050-11ac0c484cab	ZFHX3
0bfd1043-7343-fdd0-e050-11ac0c484cab	TP53
0bfd1043-7343-fdd0-e050-11ac0c484cab	ERG
0bfd1043-7343-fdd0-e050-11ac0c484cab	TMPRSS2
